isoform_id	gene	GABA_iso_GABA_mean	GABA_iso_other_mean	sibling_isoform_id	sibling_GABA_pct	sibling_GABA_mean	sibling_other_pct	sibling_other_mean	sibling_logFC	sibling_biotype	sibling_editsC_GABA_pct	sibling_editsC_is_translated	delta_log2_ratio	pairing_status
Sorbs2-216	Sorbs2	0.900490985201725	0.295589810701969	Sorbs2-224	0	0	0.0833879325749002	0.00586480747010473	-12.5181140038164	protein_coding			14.1252260195272	paired
Lonrf2-202	Lonrf2	0.838614724625153	0.265794725502036	Lonrf2-203	0	0	0.0595628089820716	0.0043327535182212	-12.0814013872972	retained_intron			13.7390933657296	paired
Pfkp-212	Pfkp	1.68257947383579	0.321290428941861	Pfkp-208	0	0	0.0297814044910358	0.00202292040479982	-10.9829368385982	retained_intron			13.3716579459588	paired
Igsf9b-204	Igsf9b	1.88556246916637	0.589387016548816	Igsf9b-201	0	0	0.0297814044910358	0.00214191124947329	-11.0653563854483	protein_coding			12.7430624657391	paired
Letm2-203	Letm2	0.75480763663143	0.350013311960128	Letm2-211	0	0	0.0416939662874501	0.0031609052262608	-11.6265784102165	retained_intron			12.7352754262298	paired
Ogt-201	Ogt	1.25946659562388	0.475603031595068	Ogt-207	0	0	0.0297814044910358	0.0021297563581277	-11.0571499218858	retained_intron			12.4621310761985	paired
Ogt-204	Ogt	1.12371404583791	0.490971367474906	Ogt-207	0	0	0.0297814044910358	0.0021297563581277	-11.0571499218858	retained_intron			12.2517124267064	paired
Ntrk2-201	Ntrk2	1.88086588698635	0.449122015533485	Ntrk2-202	5.8531746031746	0.428741500271933	18.8218476383346	1.40145753735565	-1.70874572191651	protein_coding	0.396825396825397	FALSE	3.77496091099192	paired
Ntrk2-207	Ntrk2	0.998591716961788	0.243514061730634	Ntrk2-202	5.8531746031746	0.428741500271933	18.8218476383346	1.40145753735565	-1.70874572191651	protein_coding	0.396825396825397	FALSE	3.74463109893682	paired
Map4-206	Map4	0.826553589829304	0.36869213772253	Map4-202	0.496031746031746	0.0380704115767116	1.90600988742629	0.128322771955163	-1.75300848725498	protein_coding	0	FALSE	2.91769802815566	paired
Rora-201	Rora	1.09418449633975	0.322082056853387	Rora-204	0.0992063492063492	0.00691947484495221	0.136994460658765	0.0097697397536417	-0.49759676332134	processed_transcript	0	FALSE	2.26194942605038	paired
Dlg2-211	Dlg2	0.987495758861136	0.167399943089202	Dlg2-208	2.48015873015873	0.179123650613151	2.09661087616892	0.144440986906315	0.310473719606967	processed_transcript	0.297619047619048	FALSE	2.24999463775402	paired
Kalrn-212	Kalrn	0.782184448625627	0.132112933099861	Kalrn-216	4.16666666666667	0.290772346001781	2.63863243790577	0.194348029087313	0.581245128990689	retained_intron	0.396825396825397	FALSE	1.98448294296836	paired
Myo5a-201	Myo5a	0.937869364106948	0.237664402122448	Myo5a-207	0.694444444444445	0.0465666952328067	0.613496932515337	0.0446967075348124	0.0591286407925038	retained_intron			1.92132798127759	paired
Sept3-201	Sept3	1.20017721910835	0.439102538401415	Sept3-204	1.58730158730159	0.104383725258726	1.9953541008994	0.137322866839689	-0.395671771099411	protein_coding	0.297619047619048	FALSE	1.84628735900465	paired
Slc25a3-208	Slc25a3	1.3299803286828	0.618870134870485	Slc25a3-201	0.297619047619048	0.0198731369918927	0.405027101078087	0.0281634509689785	-0.502983133668507	protein_coding	0	FALSE	1.60667818681013	paired
Frmd4a-206	Frmd4a	0.743328702677718	0.185391688325838	Frmd4a-209	1.98412698412698	0.14198084485152	1.49502650545	0.10555293133863	0.427726152197282	retained_intron	0.297619047619048	FALSE	1.57569175870208	paired
Thsd7a-206	Thsd7a	0.867841593800722	0.183477790006656	Thsd7a-201	0.0992063492063492	0.00838268702385683	0.0774316516766931	0.00525946347941808	0.67239494433206	processed_transcript			1.56942515279866	paired
Kcnj9-201	Kcnj9	0.85997807562722	0.184777143380496	Kcnj9-202	0.496031746031746	0.0328292971382533	0.291857764012151	0.0206040662910951	0.672028702319901	protein_coding			1.54647873874179	paired
Adgrb3-204	Adgrb3	0.799141268002207	0.244046626082405	Adgrb3-203	3.76984126984127	0.252606340216683	3.13300375245697	0.217198543366438	0.217875491227992	protein_coding	0.198412698412698	FALSE	1.49341415352502	paired
Nktr-213	Nktr	2.63243914695589	0.946069396791456	Nktr-216	9.22619047619048	0.642375101108567	8.97611531359819	0.629390401551258	0.0294607506312243	retained_intron	0.0992063492063492	FALSE	1.44692053570354	paired
Negr1-202	Negr1	1.19133058334929	0.549868889830463	Negr1-203	0.0992063492063492	0.00756110619727064	0.12508189886235	0.00885735337965915	-0.228250440991896	protein_coding			1.34366326168664	paired
Nktr-205	Nktr	1.10759683334536	0.452155488799508	Nktr-216	9.22619047619048	0.642375101108567	8.97611531359819	0.629390401551258	0.0294607506312243	retained_intron	0.0992063492063492	FALSE	1.26307931326736	paired
Map2-212	Map2	0.859721844204207	0.275042814469328	Map2-217	2.77777777777778	0.19187869552327	2.09065459527071	0.145478038620259	0.399390758299299	processed_transcript	0.0992063492063492	FALSE	1.24481942500636	paired
Lsamp-202	Lsamp	1.59735237150534	0.625215787924863	Lsamp-201	10.6150793650794	0.750872960372368	9.43474894276014	0.682533174706089	0.137669477213297	protein_coding	0.892857142857143	FALSE	1.2155856060466	paired
Chka-214	Chka	0.782788226238698	0.345386086020628	Chka-205	4.06746031746032	0.275647546123294	3.97283935910418	0.279761441285483	-0.0213722984452977	retained_intron	0.0992063492063492	FALSE	1.20178205661453	paired
Atp11b-203	Atp11b	1.07453440966185	0.265927359020747	Atp11b-209	4.96031746031746	0.34376648775589	2.62076359521115	0.187357254937804	0.875633562867425	retained_intron	0.396825396825397	FALSE	1.13896992068499	paired
Zranb2-205	Zranb2	1.29476844148651	0.38661426291524	Zranb2-207	0.992063492063492	0.0691055584325929	0.637322056108166	0.0444814617040141	0.635586003006902	retained_intron	0.0992063492063492	FALSE	1.10813871933287	paired
Ntrk3-201	Ntrk3	1.80261280696318	0.685973231534196	Ntrk3-202	2.87698412698413	0.209004578258927	2.37059979748645	0.170929231992073	0.290133862304159	protein_coding	0.198412698412698	FALSE	1.10373019572284	paired
Zbtb4-202	Zbtb4	0.848808327909157	0.423320577872745	Zbtb4-201	0.793650793650794	0.0597223322631798	0.899398415629281	0.0632664878406091	-0.0831696490762472	protein_coding	0.0992063492063492	FALSE	1.0868561310848	paired
Gpi1-211	Gpi1	1.16088631122099	0.397624982102022	Gpi1-201	0.496031746031746	0.0361845803137329	0.363333134790637	0.0257727346137803	0.489513309680794	protein_coding	0.0992063492063492	FALSE	1.05623068989796	paired
Ttc14-211	Ttc14	1.06536236020762	0.43117357354818	Ttc14-210	12.6984126984127	0.906600628967747	10.6557865268926	0.753506652575199	0.266846589622864	retained_intron	0.595238095238095	FALSE	1.03815497063072	paired
Smg1-201	Smg1	0.87440614214729	0.351276324099055	Smg1-206	0.396825396825397	0.028299297448547	0.321639168503187	0.022755255874781	0.314554008377278	retained_intron			1.001140726896	paired
Ttc14-201	Ttc14	2.1468226571231	0.896416471425374	Ttc14-210	12.6984126984127	0.906600628967747	10.6557865268926	0.753506652575199	0.266846589622864	retained_intron	0.595238095238095	FALSE	0.993114428838802	paired
Ttc14-203	Ttc14	1.09635262292106	0.488662787103395	Ttc14-210	12.6984126984127	0.906600628967747	10.6557865268926	0.753506652575199	0.266846589622864	retained_intron	0.595238095238095	FALSE	0.898952515841364	paired
Atp11b-202	Atp11b	1.59895333892404	0.490307597035452	Atp11b-209	4.96031746031746	0.34376648775589	2.62076359521115	0.187357254937804	0.875633562867425	retained_intron	0.396825396825397	FALSE	0.829733214665732	paired
Unc13a-201	Unc13a	1.1122032948311	0.411872858708007	Unc13a-208	3.96825396825397	0.270487554681518	2.50163797724701	0.176610509664989	0.614988184250422	protein_coding	0.0992063492063492	FALSE	0.818159161485229	paired
Gls-204	Gls	1.12651954643155	0.374490465931863	Gls-212	7.24206349206349	0.516060543610512	4.19322175233784	0.300296807759429	0.781149183497746	retained_intron	0.595238095238095	FALSE	0.80771969597078	paired
Map2-204	Map2	0.952668409821916	0.413798084978193	Map2-217	2.77777777777778	0.19187869552327	2.09065459527071	0.145478038620259	0.399390758299299	processed_transcript	0.0992063492063492	FALSE	0.803654451449579	paired
Thsd7a-202	Thsd7a	0.820555150166427	0.295294394051614	Thsd7a-201	0.0992063492063492	0.00838268702385683	0.0774316516766931	0.00525946347941808	0.67239494433206	processed_transcript			0.8020482617153	paired
