isoform_id	gene	transcript_id	GABA_pct	GABA_mean	other_pct	other_mean	logFC	n_GABA_detected	GABA_1_pct	GABA_1_mean	GABA_2_pct	GABA_2_mean	editsC_GABA_mean	editsC_GABA_pct	editsC_is_translated
Dpp10-201	Dpp10	ENSMUST00000112603	10.1190476190476	0.701166216755674	0.113169337065936	0.00816571874662678	6.42385819026029	102	17.6610978520286	1.17315554241152	4.75382003395586	0.365404710049736	2.91078221414443e-05	2.18253968253968	FALSE
Cit-201	Cit	ENSMUST00000051704	19.1468253968254	1.38566589721311	0.279945202215737	0.0203452384829844	6.08967457659091	193	26.9689737470167	1.85083852828765	13.5823429541596	1.05475361806161	7.52828130720389e-06	1.78571428571429	FALSE
Slc17a6-201	Slc17a6	ENSMUST00000032710	14.3849206349206	1.06157657853665	0.250163797724701	0.0174893684386441	5.92350531463051	145	31.5035799522673	2.31751359510681	2.20713073005093	0.168134116833933	3.00949484200967e-05	1.68650793650794	FALSE
C130073E24Rik-201	C130073E24Rik	ENSMUST00000210222	10.7142857142857	0.78006657433963	0.196557269640836	0.0142205672738925	5.77744673504445	108	11.9331742243437	0.795276770971007	9.8471986417657	0.769246417483014	3.86573241451989e-06	0.694444444444445	FALSE
Slc32a1-201	Slc32a1	ENSMUST00000045738	17.5595238095238	1.39821863705437	0.345464292096015	0.0257883888142823	5.76066960875496	177	31.9809069212411	2.57095924121639	7.30050933786078	0.563960040884781	0.000188074122013292	9.72222222222222	TRUE
Gad2-201	Gad2	ENSMUST00000028123	23.5119047619048	1.82276509852457	0.500327595449401	0.0371030550386724	5.61840876799837	237	26.7303102625298	2.00012832666901	21.2224108658744	1.69659329446257	0.000237556560849792	11.5079365079365	TRUE
Unc5d-201	Unc5d	ENSMUST00000168630	11.5079365079365	0.830087001644669	0.35737685389243	0.0261320076438618	4.98931921276977	116	16.4677804295943	1.12801732005871	7.97962648556876	0.618146758154889	4.0211861836851e-05	2.48015873015873	FALSE
Col25a1-202	Col25a1	ENSMUST00000106353	16.6666666666667	1.20897891127927	0.625409494311752	0.0449688678467592	4.74868781801364	168	22.4343675417661	1.54887848933821	12.5636672325976	0.967182776802704	4.52124780532567e-05	4.36507936507936	FALSE
Maf-202	Maf	ENSMUST00000109104	11.3095238095238	0.836364650806487	0.476502471856573	0.0340751683327189	4.6172987851366	114	11.2171837708831	0.759176880136569	11.3752122241087	0.891274117547906	2.07817689087788e-05	1.58730158730159	FALSE
Kcnc1-203	Kcnc1	ENSMUST00000160433	25.0992063492064	1.85714098091143	1.96557269640836	0.144072913134278	3.68820307392934	253	33.4128878281623	2.35119400850383	19.1850594227504	1.50568390355793	1.40601010956349e-05	3.27380952380952	FALSE
Rasgrf2-205	Rasgrf2	ENSMUST00000151408	12.6984126984127	0.937598297750029	1.17934361784502	0.087833552667195	3.41611100018756	128	15.2744630071599	1.0445092101291	10.8658743633277	0.861544524767297	2.66069377487487e-05	1.09126984126984	FALSE
