isoform_id	gene	transcript_id	GABA_pct	GABA_mean	other_pct	other_mean	logFC	n_GABA_detected	GABA_1_pct	GABA_1_mean	GABA_2_pct	GABA_2_mean	editsC_GABA_mean	editsC_GABA_pct	editsC_is_translated	DE_baseMean	DE_log2FC	DE_lfcSE	DE_stat	DE_pvalue	DE_padj	Vip_pct	Vip_mean	Calb1_pct	Calb1_mean	Calb2_pct	Calb2_mean	Cck_pct	Cck_mean	Reln_pct	Reln_mean	Other_pct	Other_mean	biotype	go_bp	syngo_quick	sibling_isoform_id	sibling_GABA_pct	sibling_GABA_mean	sibling_other_pct	sibling_other_mean	sibling_logFC	sibling_biotype	sibling_editsC_GABA_pct	sibling_editsC_is_translated	delta_log2_ratio	pairing_status
Dpp10-201	Dpp10	ENSMUST00000112603	10.1190476190476	0.701166216755674	0.113169337065936	0.00816571874662678	6.42385819026029	102	17.6610978520286	1.17315554241152	4.75382003395586	0.365404710049736	2.91078221414443e-05	2.18253968253968	FALSE	55.8241017170302	6.02723136182747	0.988889435383542	6.09494969423938	1.09471871862651e-09	1.12746813655955e-06	6.66666666666667	0.502454059101894	12.3809523809524	0.802004363113553	25.8333333333333	1.88492148102496	46.1538461538462	3.13372772278552	9.90919649456235	0.660340681058931	7.93548113659323	0.565634175594198	protein_coding	proteolysis; positive regulation of protein localization to plasma membrane	FALSE	""						""				all_isoforms_gaba_enriched
Cit-201	Cit	ENSMUST00000051704	19.1468253968254	1.38566589721311	0.279945202215737	0.0203452384829844	6.08967457659091	193	26.9689737470167	1.85083852828765	13.5823429541596	1.05475361806161	7.52828130720389e-06	1.78571428571429	FALSE	110.889085275574	5.1100961414793	1.05382114143094	4.84911142942198	1.24015745335734e-06	0.000515492114778866	25.4545454545455	1.86097544504564	19.0476190476191	1.31784805074065	35.8333333333333	2.46709891628786	29.4871794871795	1.78886821834759	11.3134832647028	0.805838390303165	16.0911780846817	1.18575434063668	protein_coding	protein phosphorylation; mitotic cytokinesis; regulation of cellular component size	FALSE	""						""				all_isoforms_gaba_enriched
Slc17a6-201	Slc17a6	ENSMUST00000032710	14.3849206349206	1.06157657853665	0.250163797724701	0.0174893684386441	5.92350531463051	145	31.5035799522673	2.31751359510681	2.20713073005093	0.168134116833933	3.00949484200967e-05	1.68650793650794	FALSE	83.527528916228	5.53454886254481	1.66378072394066	3.32648935217632	0.00087947379873456	0.0488258553126231	3.03030303030303	0.238898251499079	19.0476190476191	1.39266623230063	27.5	2.04557107797722	33.5897435897436	2.58255635972797	1.6260162601626	0.117878843504395	11.5744425568803	0.852930800344504	protein_coding	transmembrane transport; monoatomic ion transport; chloride transmembrane transport	TRUE	""						""				all_isoforms_gaba_enriched
C130073E24Rik-201	C130073E24Rik	ENSMUST00000210222	10.7142857142857	0.78006657433963	0.196557269640836	0.0142205672738925	5.77744673504445	108	11.9331742243437	0.795276770971007	9.8471986417657	0.769246417483014	3.86573241451989e-06	0.694444444444445	FALSE	63.7753358736577	5.30789329702054	2.02847752160238	2.61668825042124	0.00887873905890971	0.169002204794119	13.3333333333333	0.930018335296971	8.57142857142857	0.566355036093143	10.8333333333333	0.671637147838887	7.69230769230769	0.489427670962135	11.8959631154753	0.858528003554897	8.54429483751219	0.650979199518699	lincRNA	biological_process	FALSE	""						""				all_isoforms_gaba_enriched
Slc32a1-201	Slc32a1	ENSMUST00000045738	17.5595238095238	1.39821863705437	0.345464292096015	0.0257883888142823	5.76066960875496	177	31.9809069212411	2.57095924121639	7.30050933786078	0.563960040884781	0.000188074122013292	9.72222222222222	TRUE	139.039310854982	5.18191164597953	0.68007277502024	7.61964283282081	2.54378592518922e-14	5.1546642041553e-11	55.1515151515152	4.28485667164083	32.0634920634921	2.55709071931066	67.5	5.26361190878866	31.025641025641	2.60821997332074	40.8140639847957	3.30860453053735	12.5498063499054	0.997500752376783	protein_coding	proton transmembrane transport; neurotransmitter transport; glycine transport	TRUE	""						""				single_isoform_gene
Gad2-201	Gad2	ENSMUST00000028123	23.5119047619048	1.82276509852457	0.500327595449401	0.0371030550386724	5.61840876799837	237	26.7303102625298	2.00012832666901	21.2224108658744	1.69659329446257	0.000237556560849792	11.5079365079365	TRUE	176.546515396474	5.214037664326	0.601813154297074	8.66388118487716	4.55968609081566e-18	1.56572844273112e-14	46.0606060606061	3.58926349741512	26.984126984127	2.12928106440491	17.5	1.53820104522144	37.6923076923077	2.90536523014389	49.9296096857073	3.87688031044639	19.5438124600203	1.51444300828604	protein_coding	carboxylic acid metabolic process; gamma-aminobutyric acid biosynthetic process; gamma-aminobutyrate shunt	TRUE	""						""				single_isoform_gene
Unc5d-201	Unc5d	ENSMUST00000168630	11.5079365079365	0.830087001644669	0.35737685389243	0.0261320076438618	4.98931921276977	116	16.4677804295943	1.12801732005871	7.97962648556876	0.618146758154889	4.0211861836851e-05	2.48015873015873	FALSE	94.5103571880146	4.11294373468506	1.39846959793	2.94103192573724	0.00327120816776728	0.099229907166962	0	0	11.4285714285714	0.723240876548634	6.66666666666667	0.437567677660508	30.2564102564103	1.90999698007587	17.07141097385	1.21562747594998	10.0989966198621	0.752383660410074	protein_coding	signal transduction; apoptotic process; axon guidance	FALSE	""						""				single_isoform_gene
Col25a1-202	Col25a1	ENSMUST00000106353	16.6666666666667	1.20897891127927	0.625409494311752	0.0449688678467592	4.74868781801364	168	22.4343675417661	1.54887848933821	12.5636672325976	0.967182776802704	4.52124780532567e-05	4.36507936507936	FALSE	118.999166514906	3.90557245493969	1.24320158738739	3.1415439736908	0.00168059569739641	0.067836962267549	13.030303030303	0.964693837468711	31.4285714285714	2.20346848827767	12.5	0.842656736173412	17.6923076923077	1.16982853101864	19.9626931334248	1.45228405749286	13.1912111170534	0.972769609927127	protein_coding	axonogenesis involved in innervation	FALSE	""						""				all_isoforms_gaba_enriched
Maf-202	Maf	ENSMUST00000109104	11.3095238095238	0.836364650806487	0.476502471856573	0.0340751683327189	4.6172987851366	114	11.2171837708831	0.759176880136569	11.3752122241087	0.891274117547906	2.07817689087788e-05	1.58730158730159	FALSE	82.3586073610248	4.55797950257769	1.21231237084542	3.75974015624301	0.000170089929746718	0.0183242027509098	21.8181818181818	1.61155484100846	7.61904761904762	0.508429963615913	0.833333333333333	0.0501584356735217	5.8974358974359	0.385504166209039	26.167599338331	1.88049907838582	8.75894408266133	0.663455215739796	protein_coding	regulation of DNA-templated transcription; in utero embryonic development; gene expression	FALSE	""						""				all_isoforms_gaba_enriched
Kcnc1-203	Kcnc1	ENSMUST00000160433	25.0992063492064	1.85714098091143	1.96557269640836	0.144072913134278	3.68820307392934	253	33.4128878281623	2.35119400850383	19.1850594227504	1.50568390355793	1.40601010956349e-05	3.27380952380952	FALSE	278.026077420832	2.83770624493468	1.09367122051658	2.59466116662951	0.0094684210528186	0.172918567914731	28.7878787878788	2.09793261787456	29.5238095238095	2.02322320803795	10	0.657292354602933	53.5897435897436	3.57794137666442	33.2629430190406	2.45950033126648	22.9575638888015	1.73502137090383	protein_coding	monoatomic ion transport; transmembrane transport; potassium ion transport	FALSE	""						""				all_isoforms_gaba_enriched
